,0
4141,45.0
4142,5.0
4143,50.0
4144,55.0
4145,65.0
4146,80.0
4147,85.0
4148,90.0
4149,95.0
4150,0.0
4151,10.0
4152,100.0
4153,105.0
4154,115.0
4155,120.0
4156,125.0
4157,130.0
4158,140.0
4159,15.0
4160,150.0
4161,155.0
4162,160.0
4163,175.0
4164,185.0
4165,195.0
4166,200.0
4167,210.0
4168,215.0
4169,220.0
4170,225.0
4171,235.0
4172,240.0
4173,245.0
4174,25.0
4175,250.0
4176,260.0
4177,265.0
4178,270.0
4179,275.0
4180,280.0
4181,285.0
4182,30.0
4183,300.0
4184,305.0
4185,310.0
4186,315.0
4187,325.0
4188,335.0
4189,35.0
4190,350.0
4191,40.0
4192,45.0
4193,50.0
4194,55.0
4195,60.0
4196,65.0
4197,70.0
4198,75.0
4199,90.0
4200,0.0
4201,100.0
4202,105.0
4203,110.0
4204,115.0
4205,130.0
4206,135.0
4207,140.0
4208,145.0
4209,15.0
4210,155.0
4211,160.0
4212,170.0
4213,175.0
4214,180.0
4215,190.0
4216,20.0
4217,200.0
4218,220.0
4219,225.0
4220,230.0
4221,240.0
4222,245.0
4223,25.0
4224,250.0
4225,255.0
4226,260.0
4227,265.0
4228,270.0
4229,275.0
4230,290.0
4231,300.0
4232,305.0
4233,310.0
4234,315.0
4235,320.0
4236,325.0
4237,330.0
4238,340.0
4239,350.0
4240,355.0
4241,40.0
4242,45.0
4243,5.0
4244,50.0
4245,65.0
4246,70.0
4247,80.0
4248,85.0
4249,90.0
4250,10.0
4251,105.0
4252,110.0
4253,115.0
4254,125.0
4255,135.0
4256,15.0
4257,150.0
4258,155.0
4259,160.0
4260,165.0
4261,175.0
4262,180.0
4263,185.0
4264,190.0
4265,195.0
4266,200.0
4267,205.0
4268,210.0
4269,215.0
4270,220.0
4271,225.0
4272,230.0
4273,235.0
4274,240.0
4275,25.0
4276,260.0
4277,265.0
4278,270.0
4279,275.0
4280,280.0
4281,285.0
4282,290.0
4283,295.0
4284,300.0
4285,305.0
4286,315.0
4287,320.0
4288,330.0
4289,340.0
4290,35.0
4291,350.0
4292,355.0
4293,45.0
4294,55.0
4295,65.0
4296,70.0
4297,75.0
4298,80.0
4299,85.0
4300,10.0
4301,100.0
4302,105.0
4303,110.0
4304,125.0
4305,130.0
4306,135.0
4307,140.0
4308,145.0
4309,15.0
4310,160.0
4311,165.0
4312,170.0
4313,185.0
4314,190.0
4315,195.0
4316,20.0
4317,205.0
4318,210.0
4319,220.0
4320,225.0
4321,230.0
4322,235.0
4323,240.0
4324,245.0
4325,25.0
4326,250.0
4327,265.0
4328,275.0
4329,285.0
4330,290.0
4331,295.0
4332,300.0
4333,305.0
4334,315.0
4335,325.0
4336,335.0
4337,340.0
4338,345.0
4339,35.0
4340,350.0
4341,355.0
4342,40.0
4343,50.0
4344,60.0
4345,65.0
4346,70.0
4347,75.0
4348,85.0
4349,95.0
4350,0.0
4351,10.0
4352,105.0
4353,110.0
4354,115.0
4355,120.0
4356,125.0
4357,130.0
4358,135.0
4359,140.0
4360,145.0
4361,15.0
4362,150.0
4363,160.0
4364,165.0
4365,170.0
4366,175.0
4367,180.0
4368,185.0
4369,190.0
4370,195.0
4371,20.0
4372,205.0
4373,220.0
4374,225.0
4375,230.0
4376,245.0
4377,25.0
4378,250.0
4379,260.0
4380,265.0
4381,275.0
4382,280.0
4383,290.0
4384,30.0
4385,300.0
4386,305.0
4387,310.0
4388,315.0
4389,330.0
4390,340.0
4391,345.0
4392,35.0
4393,40.0
4394,5.0
4395,50.0
4396,60.0
4397,65.0
4398,75.0
4399,80.0
4400,0.0
4401,100.0
4402,105.0
4403,130.0
4404,135.0
4405,150.0
4406,160.0
4407,165.0
4408,175.0
4409,185.0
4410,190.0
4411,195.0
4412,20.0
4413,200.0
4414,205.0
4415,210.0
4416,215.0
4417,225.0
4418,230.0
4419,235.0
4420,240.0
4421,245.0
4422,255.0
4423,265.0
4424,270.0
4425,275.0
4426,280.0
4427,285.0
4428,290.0
4429,295.0
4430,30.0
4431,305.0
4432,310.0
4433,315.0
4434,320.0
4435,325.0
4436,330.0
4437,340.0
4438,345.0
4439,355.0
4440,5.0
4441,50.0
4442,55.0
4443,60.0
4444,65.0
4445,70.0
4446,75.0
4447,80.0
4448,85.0
4449,95.0
4450,10.0
4451,100.0
4452,105.0
4453,110.0
4454,120.0
4455,125.0
4456,135.0
4457,165.0
4458,175.0
4459,180.0
4460,190.0
4461,195.0
4462,20.0
4463,205.0
4464,210.0
4465,215.0
4466,220.0
4467,230.0
4468,235.0
4469,240.0
4470,25.0
4471,250.0
4472,255.0
4473,260.0
4474,265.0
4475,270.0
4476,275.0
4477,285.0
4478,295.0
4479,30.0
4480,300.0
4481,310.0
4482,315.0
4483,330.0
4484,335.0
4485,340.0
4486,345.0
4487,35.0
4488,350.0
4489,355.0
4490,45.0
4491,50.0
4492,55.0
4493,60.0
4494,65.0
4495,70.0
4496,75.0
4497,80.0
4498,85.0
4499,95.0
4500,10.0
4501,100.0
4502,110.0
4503,115.0
4504,120.0
4505,125.0
4506,130.0
4507,140.0
4508,145.0
4509,15.0
4510,150.0
4511,155.0
4512,165.0
4513,170.0
4514,180.0
4515,190.0
4516,195.0
4517,20.0
4518,200.0
4519,205.0
4520,210.0
4521,215.0
4522,220.0
4523,225.0
4524,235.0
4525,240.0
4526,245.0
4527,25.0
4528,255.0
4529,265.0
4530,270.0
4531,275.0
4532,295.0
4533,30.0
4534,305.0
4535,315.0
4536,320.0
4537,325.0
4538,330.0
4539,335.0
4540,345.0
4541,350.0
4542,355.0
4543,5.0
4544,50.0
4545,55.0
4546,60.0
4547,65.0
4548,70.0
4549,85.0
4550,10.0
4551,105.0
4552,110.0
4553,115.0
4554,125.0
4555,135.0
4556,145.0
4557,150.0
4558,155.0
4559,160.0
4560,165.0
4561,170.0
4562,175.0
4563,180.0
4564,190.0
4565,20.0
4566,205.0
4567,215.0
4568,220.0
4569,225.0
4570,235.0
4571,245.0
4572,25.0
4573,250.0
4574,255.0
4575,260.0
4576,265.0
4577,275.0
4578,280.0
4579,30.0
4580,305.0
4581,310.0
4582,315.0
4583,325.0
4584,335.0
4585,340.0
4586,35.0
4587,355.0
4588,40.0
4589,45.0
4590,5.0
4591,50.0
4592,55.0
4593,60.0
4594,65.0
4595,70.0
4596,80.0
4597,85.0
4598,90.0
4599,95.0
4600,105.0
4601,115.0
4602,120.0
4603,125.0
4604,140.0
4605,145.0
4606,150.0
4607,155.0
4608,160.0
4609,165.0
4610,170.0
4611,175.0
4612,185.0
4613,190.0
4614,20.0
4615,200.0
4616,210.0
4617,215.0
4618,220.0
4619,230.0
4620,235.0
4621,245.0
4622,25.0
4623,255.0
4624,265.0
4625,275.0
4626,280.0
4627,290.0
4628,30.0
4629,300.0
4630,305.0
4631,310.0
4632,315.0
4633,320.0
4634,325.0
4635,330.0
4636,335.0
4637,340.0
4638,345.0
4639,350.0
4640,50.0
4641,55.0
4642,60.0
4643,65.0
4644,70.0
4645,75.0
4646,80.0
4647,85.0
4648,90.0
4649,95.0
4650,0.0
4651,10.0
4652,100.0
4653,105.0
4654,110.0
4655,115.0
4656,125.0
4657,130.0
4658,140.0
4659,145.0
4660,15.0
4661,150.0
4662,160.0
4663,165.0
4664,170.0
4665,180.0
4666,185.0
4667,190.0
4668,20.0
4669,205.0
4670,210.0
4671,215.0
4672,220.0
4673,225.0
4674,245.0
4675,255.0
4676,265.0
4677,270.0
4678,275.0
4679,280.0
4680,285.0
4681,290.0
4682,295.0
4683,300.0
4684,305.0
4685,310.0
4686,315.0
4687,320.0
4688,330.0
4689,335.0
4690,345.0
4691,35.0
4692,355.0
4693,40.0
4694,45.0
4695,55.0
4696,60.0
4697,80.0
4698,90.0
4699,95.0
4700,0.0
4701,10.0
4702,105.0
4703,115.0
4704,120.0
4705,125.0
4706,135.0
4707,140.0
4708,145.0
4709,15.0
4710,155.0
4711,160.0
4712,165.0
4713,175.0
4714,180.0
4715,185.0
4716,195.0
4717,20.0
4718,200.0
4719,205.0
4720,210.0
4721,215.0
4722,220.0
4723,225.0
4724,230.0
4725,235.0
4726,245.0
4727,25.0
4728,255.0
4729,265.0
4730,275.0
4731,280.0
4732,290.0
4733,300.0
4734,305.0
4735,310.0
4736,315.0
4737,325.0
4738,340.0
4739,345.0
4740,35.0
4741,350.0
4742,355.0
4743,40.0
4744,5.0
4745,50.0
4746,55.0
4747,60.0
4748,70.0
4749,95.0
4750,100.0
4751,110.0
4752,115.0
4753,120.0
4754,125.0
4755,130.0
4756,145.0
4757,15.0
4758,150.0
4759,155.0
4760,160.0
4761,170.0
4762,185.0
4763,190.0
4764,195.0
4765,20.0
4766,205.0
4767,210.0
4768,220.0
4769,225.0
4770,230.0
4771,240.0
4772,245.0
4773,25.0
4774,250.0
4775,255.0
4776,260.0
4777,275.0
4778,280.0
4779,285.0
4780,295.0
4781,300.0
4782,305.0
4783,310.0
4784,320.0
4785,325.0
4786,335.0
4787,340.0
4788,345.0
4789,350.0
4790,355.0
4791,45.0
4792,5.0
4793,50.0
4794,60.0
4795,75.0
4796,80.0
4797,85.0
4798,90.0
4799,95.0
4800,0.0
4801,10.0
4802,105.0
4803,115.0
4804,120.0
4805,125.0
4806,130.0
4807,135.0
4808,140.0
4809,145.0
4810,15.0
4811,150.0
4812,155.0
4813,160.0
4814,165.0
4815,180.0
4816,185.0
4817,190.0
4818,200.0
4819,205.0
4820,210.0
4821,215.0
4822,220.0
4823,225.0
4824,235.0
4825,25.0
4826,250.0
4827,265.0
4828,270.0
4829,285.0
4830,290.0
4831,295.0
4832,30.0
4833,305.0
4834,310.0
4835,315.0
4836,320.0
4837,335.0
4838,35.0
4839,355.0
4840,40.0
4841,5.0
4842,55.0
4843,60.0
4844,70.0
4845,75.0
4846,80.0
4847,85.0
4848,90.0
4849,95.0
4850,0.0
4851,10.0
4852,100.0
4853,110.0
4854,120.0
4855,130.0
4856,135.0
4857,140.0
4858,145.0
4859,15.0
4860,150.0
4861,160.0
4862,165.0
4863,170.0
4864,180.0
4865,190.0
4866,20.0
4867,205.0
4868,210.0
4869,220.0
4870,225.0
4871,230.0
4872,235.0
4873,245.0
4874,250.0
4875,255.0
4876,260.0
4877,270.0
4878,275.0
4879,280.0
4880,285.0
4881,290.0
4882,295.0
4883,30.0
4884,300.0
4885,305.0
4886,325.0
4887,335.0
4888,340.0
4889,345.0
4890,35.0
4891,40.0
4892,5.0
4893,50.0
4894,55.0
4895,60.0
4896,70.0
4897,75.0
4898,80.0
4899,90.0
4900,0.0
4901,10.0
4902,100.0
4903,105.0
4904,110.0
4905,125.0
4906,130.0
4907,135.0
4908,140.0
4909,145.0
4910,15.0
4911,155.0
4912,170.0
4913,185.0
4914,190.0
4915,195.0
4916,20.0
4917,205.0
4918,215.0
4919,220.0
4920,240.0
4921,245.0
4922,25.0
4923,250.0
4924,260.0
4925,265.0
4926,270.0
4927,275.0
4928,280.0
4929,295.0
4930,305.0
4931,310.0
4932,315.0
4933,320.0
4934,325.0
4935,330.0
4936,335.0
4937,340.0
4938,345.0
4939,35.0
4940,350.0
4941,355.0
4942,40.0
4943,5.0
4944,50.0
4945,60.0
4946,75.0
4947,80.0
4948,85.0
4949,95.0
4950,0.0
4951,10.0
4952,120.0
4953,130.0
4954,135.0
4955,140.0
4956,145.0
4957,150.0
4958,155.0
4959,160.0
4960,170.0
4961,175.0
4962,180.0
4963,185.0
4964,190.0
4965,20.0
4966,200.0
4967,205.0
4968,220.0
4969,230.0
4970,235.0
4971,245.0
4972,25.0
4973,255.0
4974,270.0
4975,275.0
4976,280.0
4977,285.0
4978,290.0
4979,295.0
4980,30.0
4981,300.0
4982,305.0
4983,310.0
4984,315.0
4985,320.0
4986,325.0
4987,330.0
4988,340.0
4989,35.0
4990,45.0
4991,50.0
4992,55.0
4993,60.0
4994,65.0
4995,75.0
4996,80.0
4997,85.0
4998,90.0
4999,95.0
